,Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
948,GIANT PHARMACY-6463,173 HOLLY ROAD,GILBERTSVILLE,PA,19525,Montgomery,0,0,0,78,1194,14,POINT (-75.620261 40.334647)
949,Norristown Hlth Cntr-Montgom Cnty,1430 DeKalb Street 2nd Floor,Norristown,Pennsylvania,19404,Montgomery,10,0,0,316,60,3543,POINT (-75.332915 40.123731)
950,WellSpan OB/GYN-Gettysburg,450 S. Washington St,Gettysburg,PA,17325,Adams,0,0,0,0,75,0,POINT (-77.23326 39.824523)
951,GIANT PHARMACY-6316,1550 N MAIN ST,Dickson City,Pennsylvania,18447,Lackawanna,0,0,0,2,1204,0,POINT (-75.46662 41.662382)
952,Novus Adult Care Services,1565 Linden Street,Bethlehem (Part-Northampton),Pennsylvania,18017,Northampton,0,0,0,0,76,0,POINT (-75.368632 40.635121)
953,Security Family Medicine LLC,1930 Security Drive,York,Pennsylvania,17402,York,0,0,0,16,23,0,POINT (-76.698939 39.912045)
954,AHN Peds Ped Alli Jefferson Hills,1200 Brooks Lane,Jefferson Hills,Pennsylvania,15025,Allegheny,0,0,0,0,11,0,POINT (-79.938736 40.315477)
955,GIANT PHARMACY-6539,5005 JONESTOWN RD,Harrisburg,Pennsylvania,17112,Dauphin,9,0,0,2,605,6,POINT (-76.805215 40.306833)
956,GHS JNJ Malvern,200 Great Valley Parkway,Malvern,Pennsylvania,19355,Chester,0,0,0,0,3,0,POINT (-75.545344 40.060699)
957,UPMC-Horizon Greenville Campus,110 North Main Street,Greenville,Pennsylvania,16125,Mercer,0,0,0,7,99,0,POINT (-80.372201 41.411126)
958,BURRELL HEALTH MART PHARMACY,2889 LEECHBURG RD,New Kensington,Pennsylvania,15068,Westmoreland,0,0,0,26,29,360,POINT (-79.72484 40.589512)
959,Centerville Clinics-Carmichaels,601 West George Street,Carmichaels,Pennsylvania,15320,Greene,0,0,0,0,407,0,POINT (-79.983217 39.890734)
960,GIANT PHARMACY-6484,1605 LITITZ PIKE,LANCASTER,PA,17601,Lancaster,0,0,0,0,958,276,POINT (-76.307281 40.067666)
961,AHN-AC FM FPMAS ELIZABETH,605 Scenery Drive,ELIZABETH,PA,150372000,Allegheny,0,0,0,0,95,0,POINT (-79.838415 40.272373)
962,CKHN CROZER KEYSTONE CTR FAM HLTH,1260 E  WOODLAND AVE,Springfield,Pennsylvania,19064,Delaware,0,0,0,12,11,18,POINT (-75.331244 39.911732)
963,Spartan Pharmacy,3526 BROWNSVILLE ROAD,Pittsburgh,Pennsylvania,15227,Allegheny,0,0,0,0,670,0,POINT (-79.975565 40.374217)
964,Allentown Health Bureau,Alliance Hall 245 North 6th Street,Allentown,Pennsylvania,18102,Lehigh,4,0,0,241,2651,431,
965,UPMC Pinnacle West Shore,1995 TECHNOLOGY PARKWAY,Mechanicsburg,Pennsylvania,17050,Cumberland,0,0,0,0,4,0,POINT (-76.976697 40.284282)
966,VDI-Tri Valley Pharmacy-Pine Grove,101 S. Tulpehocken Street,Pine Grove,Pennsylvania,17963,Schuylkill,0,0,0,0,0,312,POINT (-76.38513 40.550322)
967,Broad Top Area Medical Center,4133 Medical Center Drive P.O. Box 127,Broad Top,Pennsylvania,16621,Huntingdon,0,0,0,54,18,0,POINT (-78.133982 40.201015)
968,AHOLD USA-GIANT PHARMACY 6011,2450 CHEMICAL ROAD,PLYMOUTH MEETING,PA,19462,Montgomery,0,0,0,0,2209,0,POINT (-75.292326 40.101766)
969,Evergreen Pharmacy II Inc,702 Dekalb Pike,Blue Bell,Pennsylvania,19422,Montgomery,0,0,0,273,655,847,POINT (-75.287013 40.170082)
970,LVPG Family Medicine-Blakeslee,5683 Route 115,Blakeslee,Pennsylvania,18610,Monroe,0,0,0,0,6,0,POINT (-75.59388 41.093847)
971,CCP-UNIONTOWN,140 Wayland Smith Drive,Uniontown,Pennsylvania,15401,Fayette,0,0,0,6,9,0,POINT (-79.753914 39.912479)
972,Luzerne Cty Depart of Corrections,99 Water Street,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,103,23,POINT (-75.876306 41.254408)
973,The Wright Cntr for Comm Hlth,103 Spruce Street,Hawley (Part-Wayne),Pennsylvania,18428,Pike,0,0,0,0,8,0,POINT (-75.182275 41.481991)
974,Millcreek Community Hospital,5515 Peach street,Erie,Pennsylvania,16509,Erie,0,1,0,4,102,1372,POINT (-80.093735 42.074141)
975,Adagio Health-Indiana,1097 Oak Street,Indiana,Pennsylvania,15701,Indiana,0,0,0,97,608,406,POINT (-79.16038 40.62578)
976,AFC Urgent Care Havertown,115 W. Eagle Rd,Havertown,Pennsylvania,19083,Delaware,0,0,0,249,1,1112,POINT (-75.314413 39.985529)
977,Irwin Prim Cre Assoc Murrysville,118 FOX PLAN ROAD,Monroeville,Pennsylvania,15146,Allegheny,0,0,0,0,23,0,POINT (-79.761147 40.435023)
978,WELLSPAN EPHRATA COMMUNITY HOSPITAL,PHARMACY DEPARTMENT 169 MARTIN AVENUE,EPHRATA,PENNSYLVANIA,17522,Lancaster,35,1,0,276,116,0,
979,VDI-Brockway Drug Co Inc,1365 Main Street,Brockway,Pennsylvania,15824,Jefferson,0,0,0,28,2,0,POINT (-78.787189 41.246971)
980,GIANT PHARMACY-6542,950 WALNUT BOTTOM RD,Carlisle,Pennsylvania,17015,Cumberland,0,0,0,27,1490,0,POINT (-77.214143 40.183335)
981,UPMC-Shadyside,5230 Centre Avenue,Pittsburgh,Pennsylvania,15232,Allegheny,0,0,0,119,1531,0,POINT (-79.94113 40.45514)
982,DAVENSHIRE MEDICAL CENTER,3740 CARLISLE RD,Dover,Pennsylvania,17315,York,0,0,0,0,10,0,POINT (-76.837214 39.989336)
983,Norristown State Hospital,1001 Sterigere St,Norristown,Pennsylvania,19401,Montgomery,0,0,0,14,261,220,POINT (-75.348566 40.129384)
984,Wellspn Fam Med Baltimore St,1227 Baltimore St,Hanover,Pennsylvania,17331,York,0,0,0,12,165,18,POINT (-76.960609 39.776433)
985,VDI-Rann Pharmacy Inc,377 Main Street,Harleysville,Pennsylvania,19438,Montgomery,0,0,0,500,2690,2361,POINT (-75.380672 40.275234)
986,WellSpan Family Medicine-Stony Brook,4222 Lincoln Hwy,York,PA,17406,York,0,0,0,2,3,0,POINT (-76.630695 39.996212)
987,Chambersburg Hosp Wellspan Summit,112 N. 7th Street,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,6,101,0,POINT (-77.647451 39.934915)
988,Guthrie Clinic Athens,412 South Main Street,Athens,Pennsylvania,18810,Bradford,1,0,1,0,181,0,POINT (-76.518271 41.956883)
989,Pharmacy of Norristown,420 W. Marshall Street,Norristown,Pennsylvania,19401,Montgomery,0,0,0,33,0,0,POINT (-75.348363 40.11975)
990,SCI-Coal Township,1 Kelley Dr,Coal Township,Pennsylvania,17866,Northumberland,0,0,0,10,208,0,POINT (-76.555486 40.805884)
991,GIANT PHARMACY-6513,1925 NORRISTOWN ROAD,MAPLE GLEN,PA,19002,Montgomery,0,0,0,1,307,672,POINT (-75.181902 40.179139)
992,Salib Oncology and Hematology,3465 NAZARETH ROAD,Easton,Pennsylvania,18045,Northampton,0,0,0,660,0,98,POINT (-75.275191 40.705905)
993,Grove City Medical Center,631 NORTH BROAD STREET EXT.,Grove City,Pennsylvania,16127,Mercer,0,0,0,86,49,304,POINT (-80.083156 41.170709)
994,AHOLD USA-GIANT PHARMACY 6043,1880 LEITHSVILLE RD,HELLERTOWN,PA,18055,Northampton,0,6,0,0,1642,515,POINT (-75.339414 40.562858)
995,VDI-Mainline Pharmacy Nanty Glo,1049 Shoemaker St,Nanty Glo,Pennsylvania,15943,Cambria,0,0,0,0,234,2951,POINT (-78.835826 40.470549)
996,Peter E McNeil MD,240 S. hickory Street,Mount Carmel,Pennsylvania,17851,Northumberland,0,0,0,0,0,10,POINT (-76.410907 40.794177)
997,Elkland Laurel Health Center,103 Forestview Drive,Elkland,Pennsylvania,16920,Tioga,0,0,0,0,131,0,POINT (-77.314704 41.985638)
998,GHS GEISINGER MEDICAL CENTER,100 N ACADEMY AVENUE,Danville,Pennsylvania,17822,Montour,2,0,0,1422,61,228,POINT (-76.603393 40.966741)
999,New Castle Pharmacy,1112 South Mill Street,New Castle,Pennsylvania,16101,Lawrence,0,0,0,75,0,0,POINT (-80.343873 40.987837)
1000,Pechin Pharmacy,6 Zia Maria Way,Connellsville,Pennsylvania,15425,Fayette,0,0,0,0,1584,539,
1001,Aria Health-Bucks,380 N Oxford Valley Road,Langhorne,Pennsylvania,19047,Bucks,0,0,0,48,1170,3348,POINT (-74.870047 40.180141)
1002,Encompass Hth Rehab Hosp of Erie,143 East Second Street,Erie,Pennsylvania,16507,Erie,0,0,0,1,0,0,POINT (-80.084767 42.134447)
1003,Lackawanna County SHC,100 Lackawanna Avenue,Scranton,Pennsylvania,18503,Lackawanna,0,0,0,4,102,34,POINT (-75.670697 41.410333)
1004,CHOP Care Network-Norristown,1437 Dekalb Street,Norristown,Pennsylvania,19401,Montgomery,0,0,0,25,415,252,POINT (-75.332612 40.123945)
1005,KRVF LLC (DBA-Shenandoah Pharmacy),33 N Main Street,Shenandoah,Pennsylvania,17976,Schuylkill,0,0,0,0,2270,0,POINT (-76.201315 40.820797)
1006,Kids Plus Pediatrics PC-PLH,810 Clairton Blvd.,Pittsburgh,Pennsylvania,15236,Allegheny,0,0,0,267,34,300,POINT (-79.944002 40.325213)
1007,SCI-Laurel Highlands,5706 Glades Pike Road,Somerset,Pennsylvania,15501,Somerset,0,0,0,29,57,0,POINT (-79.040912 40.002438)
1008,Temple Fam Med Fort Washingt,515 Pennsylvania Avenue,Fort Washington,Pennsylvania,19034,Montgomery,0,0,0,0,37,400,POINT (-75.206327 40.134534)
1009,Guthrie Clinic-Tunkhannock,512 Towne Plaza,Tunkhannock,Pennsylvania,18657,Wyoming,0,0,0,9,281,0,POINT (-75.946633 41.538739)
1010,GIANT PHARMACY-6121,50 BRIAR CREEK PLAZA,BERWICK,PA,18603,Columbia,0,0,0,43,1153,282,POINT (-76.274657 41.047728)
1011,Johnsons  Pharmaceut Srvs W Mifflin,2000 CLAIRTON RD,West Mifflin,Pennsylvania,15122,Allegheny,0,0,0,2,0,0,POINT (-79.936288 40.335236)
1012,Reynolds Pharmacy,3676 N HERMITAGE RD,Transfer,Pennsylvania,16154,Mercer,0,0,0,619,448,230,POINT (-80.413328 41.331152)
1013,Danville State Hospital,50 Kirkbride Drive,Danville,Pennsylvania,17821,Montour,0,0,0,25,0,20,
1014,WellSpan Internal Medicine-Red Lion,3065 Windsor Rd,Red Lion,PA,17356,York,0,6,0,12,314,0,POINT (-76.58011 39.902258)
1015,AHN-AC IM Pine Hollow Med Assoc,133 Church Hill Road Robinson Medical Center,Mc Kees Rocks,Pennsylvania,15136,Allegheny,6,0,0,6,204,0,
1016,Pharmerica Leesport,1011 Berks Road 2nd floor pharmacy,Leesport,Pennsylvania,19533,Berks,0,0,0,9,3,0,POINT (-75.806582 40.253526)
1017,CHOP Care Network-Media,1021 West Baltimore Pike,Media,Pennsylvania,19063,Delaware,0,0,0,0,874,90,POINT (-75.425909 39.915015)
1018,AHN AC FM Squirrel Hill Prim Cre,5889 Forbes Ave,Pittsburgh,Pennsylvania,15217,Allegheny,0,0,0,0,124,0,POINT (-79.919554 40.438044)
1019,Penn St Hlth Cmty Vax Site Berks,5370 Allentown Pike,Temple,Pennsylvania,19560,Berks,12,0,0,168,83,6,POINT (-75.919091 40.416597)
1020,GIANT PHARMACY-6442,116 WEST TOWNSHIP LINE RD,HAVERTOWN,PA,19083,Delaware,0,0,0,69,1263,0,POINT (-75.296082 39.967758)
1021,Mansfield Laurel Health Center,416 South Main St,Mansfield,Pennsylvania,16933,Tioga,0,0,0,0,126,0,POINT (-77.075191 41.795338)
1022,Bensalem Pharmacy,2112 Street Road,Bensalem,Pennsylvania,19020,Bucks,0,0,0,0,244,5,POINT (-74.947868 40.099555)
1023,Functnal Hth Ctr Phoenix Contact,586 Fulling Mill Rd,Middletown,Pennsylvania,17057,Dauphin,0,0,0,0,2,0,POINT (-76.75007 40.229379)
1024,Tri-County Pediatrics Southampton,729 Grove Ave,Southampton,Pennsylvania,18966,Bucks,0,0,0,0,234,459,POINT (-75.045071 40.175966)
1025,Dialysis Cre Ctr of Mechanicsbrg,4 Flowers Dr,Mechanicsburg,Pennsylvania,17050,Cumberland,0,0,0,443,0,1403,POINT (-77.031955 40.250311)
1026,AHN AC IM Prim Cre Prof Southpointe,"400 Southpointe Blvd, Plaza I",Canonsburg,PA,15317,Washington,0,0,0,1,55,0,
1027,AHOLD USA-GIANT PHARMACY-6083,539 N OAK AVENUE,ALDAN,PA,19018,Delaware,0,0,0,35,945,0,POINT (-75.305801 39.932791)
1028,Tower Health-Pottstown Hospital,1600 East High St.,Pottstown,Pennsylvania,19464,Montgomery,10,0,0,15,313,0,POINT (-75.612074 40.243957)
1029,Mt Bethel Pharmacy,2165 mt bethel highway,Mount Bethel,Pennsylvania,18343,Northampton,0,0,0,0,0,370,POINT (-75.119975 40.898051)
1030,GIANT PHARMACY-6051,141 EAST SWEDESFORD ROAD,EXTON,PA,19341,Chester,0,0,0,55,2414,67,POINT (-75.62932 40.033335)
1031,UPMC-HAMPTON OUTPATIENT CENTER,4490 Mount Royal Blvd UPMC Outpatient Center Hampton,Allison Park,Pennsylvania,151012684,Allegheny,0,0,0,541,141,294,
1032,UPMC-Hamot,201 State St,Erie,Pennsylvania,16507,Erie,0,0,0,31,251,0,POINT (-80.087825 42.133331)
1033,Janssen Springhouse,1400 McKean Road,Spring House,Pennsylvania,19477,Montgomery,0,0,0,0,15,0,
1034,UPMC CCP S Hills Ped Assoc Jffersn,1925 Route 51 South,Clairton,Pennsylvania,15025,Allegheny,0,0,0,0,106,12,POINT (-79.913123 40.290443)
1035,Wellspan Fam Med Shippensburg,46 Walnut Bottom Road Suite 200,Shippensburg,Pennsylvania,17257,Cumberland,0,0,0,9,583,102,POINT (-77.501605 40.058845)
1036,UPMC-Pinnacle Harrisburg,RX DEPT 111 S FRONT ST,Harrisburg,Pennsylvania,17101,Dauphin,0,0,0,1008,226,0,
1037,WellSpan Internal Med Freedom Way,2350 Freedom Way,York,PA,17402,York,0,0,0,2,55,0,POINT (-76.679304 39.934318)
1038,Penn St Milton S Hershey Med Ctr,500 University Drive,Hershey,Pennsylvania,17033,Dauphin,0,0,0,41,64,0,POINT (-76.674557 40.265932)
1039,My Kids Pediatric Partners PC,1102 Highway 315 Blvd,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,1556,0,
1040,FPC-Herndon Family Practice Center,1244 State Route 225,Herndon,Pennsylvania,17830,Northumberland,0,0,0,3,72,0,POINT (-76.830521 40.666074)
1041,WellSpan Fam Med Mercersburg,2 Keefer Drive,Mercersburg,Pennsylvania,17236,Franklin,0,0,0,0,100,0,POINT (-77.900017 39.839897)
1042,Union County SHC,1610 Industrial Blvd.,Lewisburg,Pennsylvania,17837,Union,0,0,0,58,0,0,POINT (-76.903139 40.960266)
1043,GIANT PHARMACY-6079,"275 PAULINE DR, S YORK PLZ",YORK,PA,17402,York,16,0,0,305,558,656,
1044,CHOP Care Network-Central Bucks,708 N Shady Retreat Road,Doylestown,Pennsylvania,18901,Bucks,0,0,0,6,1215,0,POINT (-75.141185 40.31953)
1045,AHOLD USA-GIANT PHARMACY 6004,1008 LITITZ PIKE,LITITZ,PA,17543,Lancaster,5,0,0,13,768,422,POINT (-76.304788 40.129928)
1046,VDI-Village Pharmacy Bessemer,1624 E Poland Rd,Bessemer,Pennsylvania,16112,Lawrence,0,0,0,0,265,0,POINT (-80.469431 40.975793)
1047,Wellspan Family Medicine-Roosevelt Ave,1401 Roosevelt Avenue,York,PA,17404,York,0,0,0,11,0,0,POINT (-76.758734 39.97938)
1048,Wellspan York Hospital,1001 S .George,York,Pennsylvania,17405,York,0,0,0,6,641,0,POINT (-76.720535 39.946668)
1049,Adagio Health-Seneca,3292 State Route 257,Seneca,Pennsylvania,16346,Venango,0,0,0,802,153,247,POINT (-79.703532 41.381847)
1050,GIANT PHARMACY-6084,2670 EGYPT ROAD,NORRISTOWN,PA,19403,Montgomery,0,0,0,434,280,1171,POINT (-75.405366 40.130509)
1051,EasyRx at Holy Redeemer Hosp,1648 Huntingdon Pike,Meadowbrook,Pennsylvania,19046,Montgomery,0,0,0,0,4,0,POINT (-75.081101 40.108944)
1052,AHN-SVMG FM HWP WEST,4247 West Ridge Road,Erie,Pennsylvania,16506,Erie,0,0,0,20,55,0,POINT (-80.171401 42.076955)
1053,VDI-Brown Pharmacy Troy,63 Canton Street,Troy,Pennsylvania,16947,Bradford,0,9,0,44,1,48,POINT (-76.792119 41.77575)
1054,SLPG Com Hlth Fam Prac Bethleh,2830 Easton Avenue,Bethlehem (Part-Northampton),Pennsylvania,18017,Northampton,0,0,0,16,443,0,POINT (-75.342758 40.64667)
1055,PHN-Altoona Community Health Center,1701 12th Avenue Altoona,Altoona,Pennsylvania,16601,Blair,0,0,0,0,116,0,POINT (-78.408041 40.512811)
1056,MNPG Mifflin County,96 Kish Road,Reedsville,Pennsylvania,17084,Mifflin,0,0,0,0,73,0,POINT (-77.594186 40.687516)
1057,Wellspan Family Medicine-Terre Hill,770 Broad Street PO Box 130,East Earl,Pennsylvania,17519,Lancaster,0,4,2,215,53,50,POINT (-76.052668 40.164213)
1058,Kindred Hospital Phila-Havertown,2000 Old West Chester Pike,Havertown,Pennsylvania,19083,Delaware,0,2,0,179,78,0,POINT (-75.334436 39.975738)
1059,Christine Meyer MD and Associates,750 W. Lincoln Highway,Exton,Pennsylvania,19341,Chester,0,0,0,0,329,0,POINT (-75.664397 40.021435)
1060,PH-Penn Highlands Elk,763 Johnsonburg Rd,Saint Marys,Pennsylvania,15857,Elk,0,0,0,19,4,0,POINT (-78.576487 41.426298)
1061,Lancaster Pediatric Associates,2106 Harrisburg Pike,Lancaster,Pennsylvania,17601,Lancaster,1,0,0,36,70,20,POINT (-76.35333 40.066978)
1062,GHS-BRADFORD,116 INSTERSTATE PARKWAY,BRADFORD,PENNSYLVANIA,16701,McKean,0,0,1,269,23,120,
1063,Barclay M Wilson DO,130 South Front Street,Milton,Pennsylvania,17847,Northumberland,0,0,0,13,0,0,POINT (-76.856069 41.018111)
1064,GIANT PHARMACY-6427,315 N YORK ROAD,Willow Grove,Pennsylvania,19090,Montgomery,0,0,0,253,2027,150,POINT (-75.115844 40.146541)
1065,GIANT PHARMACY-6052,993 WAYNE AVENUE,CHAMBERSBURG,PA,17201,Franklin,0,0,0,93,646,0,POINT (-77.653154 39.914057)
1066,The Clinic,143 Church Street,Phoenixville,Pennsylvania,19460,Chester,0,0,0,41,4,0,POINT (-75.512689 40.133255)
1067,Highlands Hospital,401 East Murphy Ave,Connellsville,Pennsylvania,15425,Fayette,4,39,0,50,5,195,POINT (-79.586216 40.023373)
1068,Loysville Youth Development Center,10 Opportunity Drive,Loysville,Pennsylvania,17047,Perry,0,0,0,0,33,385,POINT (-77.347314 40.3688)
1069,GIANT PHARMACY-6512,310 S HENDERSON ROAD,KING OF PRUSSIA,PA,19406,Montgomery,0,0,0,0,962,1066,POINT (-75.360141 40.090855)
1070,MOUNT NITTANY MEDICAL CENTER,PHARMACY DEPT 1800 EAST PARK AVENUE,State College,Pennsylvania,16803,Centre,0,14,0,77,9,6,
1071,McKeesport Family Health Center,627 Lyle Blvd,Mc Keesport,Pennsylvania,15132,Allegheny,0,0,0,10,48,40,POINT (-79.858478 40.352177)
1072,Bedford County SHC,130 Vondersmith Avenue,Bedford,Pennsylvania,15522,Bedford,0,0,0,0,0,50,POINT (-78.506828 40.016477)
1073,Bellefonte Medical Clinic,Bellefonte Medical Clinic 527 Willowbank Street,Bellefonte,Pennsylvania,16823,Centre,0,0,0,73,37,120,
1074,LaCons Pharmacy,1336 Powell Street,Norristown,Pennsylvania,19401,Montgomery,0,0,0,7,208,323,POINT (-75.336115 40.12397)
1075,Com Hth and Dental Cre Pottstown,351 W Schuylkill Ave,Pottstown,Pennsylvania,19465,Chester,0,0,0,337,111,30,POINT (-75.662171 40.233362)
1076,VDI-Wileys Pharmacy Of Millersville,507 LEAMAN AVENUE,Millersville,PA,17551,Lancaster,0,0,0,9,0,31,POINT (-76.353532 40.012441)
1077,Healthy Measures LLC,1260 Valley Forge Rd.,Phoenixville,Pennsylvania,19460,Chester,0,0,0,0,0,20,POINT (-75.486077 40.116411)
1078,Einstein Medical Center Montgomery,EMCM PHARMACY 559 W GERMANTOWN PIKE,East Norriton,Pennsylvania,19403,Montgomery,0,0,0,13,0,390,
1079,Family Practice Center of Newtown,638 Newtown-Yardley Rd,Newtown,Pennsylvania,18940,Bucks,0,0,0,0,860,0,POINT (-74.921117 40.229232)
1080,Tower Health-Brandywine Hospital,201 Reeceville Road,Coatesville,Pennsylvania,19320,Chester,0,0,0,0,383,420,POINT (-75.7902 40.009207)
1081,WellSpan Internal Medicine Ephrata,"446 N Reading Rd, Suite 301",Ephrata,Pennsylvania,17522,Lancaster,0,0,0,0,176,0,POINT (-76.171237 40.195418)
1082,Lehigh Fam and Geriatric Assoc,428 South 7th Street,Lehighton,Pennsylvania,18235,Carbon,0,0,0,0,317,110,POINT (-75.717793 40.826767)
1083,MARTINS PHARMACY-6466,1000 LOGAN BOULEVARD,ALTOONA,PA,16602,Blair,0,0,0,152,855,248,POINT (-78.401939 40.475136)
1084,Messiah University,One University Avenue ENGLE CENTER,Mechanicsburg,Pennsylvania,17055,Cumberland,0,0,0,7,15,0,
1085,Doylestown Hospital,595 W State St,Doylestown,Pennsylvania,18901,Bucks,26,7,0,181,906,72,POINT (-75.149462 40.302538)
1086,GIANT PHARMACY-6324,4001 NEW FALLS RD,LEVITTOWN,PA,19056,Bucks,0,0,0,38,1352,84,POINT (-74.886105 40.133238)
1087,Monvale Primary Care-Belle Vernon,800 Plaza Drive,Belle Vernon,Pennsylvania,15012,Fayette,0,0,0,0,11,0,POINT (-79.811385 40.188018)
1088,Mauch Chunk Pharmacy,1204 North Street,Jim Thorpe,Pennsylvania,18229,Carbon,0,0,0,0,1180,1010,POINT (-75.726297 40.881741)
1089,WellSpan OB/GYN Chambersburg,12 St Paul Dr,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,0,153,0,POINT (-77.634763 39.943292)
1090,Oil City Dialysis Center LLC,6945 US Route 322,Oil City,Pennsylvania,16319,Venango,0,0,0,7,0,0,
1091,Grane Supply Inc Pittsburgh,105 Gamma Drive Ste 100,Pittsburgh,Pennsylvania,15238,Allegheny,0,0,0,559,77,1241,POINT (-79.872431 40.495383)
1092,LVPG Pediatrics-Trexlertown,6900 Hamilton Blvd PO Box 60,Trexlertown,Pennsylvania,18087,Lehigh,0,0,0,0,24,0,POINT (-75.594111 40.551734)
1093,The Hometown Pharmacy-Greensburg,730 E. Pittsburgh St,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,0,156,0,POINT (-79.527622 40.302481)
1094,FPC Selinsgrove 2 Fam Pract Cntr,21 Susquehanna Valley Mall Drive,Selinsgrove,Pennsylvania,17870,Snyder,0,0,0,0,16,0,POINT (-76.850738 40.821767)
1095,Integrated Med Grp PC Pine Grove,8 Oak Grove Road,Pine Grove,Pennsylvania,17963,Schuylkill,0,0,0,63,859,0,POINT (-76.395667 40.558478)
1096,Milstein Medical Group,1123 Woodward Drive,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,0,15,0,POINT (-79.572853 40.290127)
1097,Genoa Healthcare-00135,378 W CHESTNUT ST,Washington,Pennsylvania,15301,Washington,0,0,0,31,52,0,POINT (-80.254028 40.171386)
1098,St Lukes Anderson Campus,1872 St Luke Blvd Lower Level Pharmacy West Wing,Easton,Pennsylvania,18045,Northampton,0,0,0,12,10,0,
1099,GEISINGER WYOMING VALLEY,1000 EAST MOUNTAIN BLVD,WILKES BARRE,PENNSYLVANIA,18711,Luzerne,2,1,0,135,304,818,POINT (-75.811717 41.256997)
1100,VDI-Stauffers Drug Store,149 E MAIN ST,New Holland,Pennsylvania,17557,Lancaster,0,0,0,2,291,25,POINT (-76.087448 40.103123)
1101,PHN Greenville Com Hlth Ctr,348 Main Street,Greenville,Pennsylvania,16125,Mercer,0,0,0,0,67,0,POINT (-80.378736 41.408391)
1102,SCI-Fayette,50 overlook drive,Labelle,Pennsylvania,15450,Fayette,0,0,0,0,23,50,POINT (-79.988305 39.998141)
1103,SLUHN-Anderson Campus Hospital,1872 St Luke Blvd Lower Level Pharmacy West Wing,Easton,Pennsylvania,18045,Northampton,19,5,0,152,61,0,
1104,Cornerstone Care-Rogersville,140 Church Street PO Box 440,Rogersville,Pennsylvania,15359,Greene,0,0,0,78,23,320,POINT (-80.18608 39.89815)
1105,Main Line Health-Lankenau Medical Center,100 E LANCASTER AVE Inpatient Pharmacy,Wynnewood,Pennsylvania,19096,Montgomery,0,0,0,0,32,0,POINT (-75.265557 39.993575)
1106,LGHP-Willow Street Family Medicine,222 Willow Valley Lakes Drive,Willow Street,Pennsylvania,17584,Lancaster,0,0,0,15,375,0,POINT (-76.273722 39.986442)
1107,UPMC-St Margaret Hospital,815 Freeport   Road,Pittsburgh,Pennsylvania,15215,Allegheny,12,3,2,25,1323,1603,POINT (-79.896237 40.487527)
1108,AHN-HWP PHARMACY,12311 Perry Highway,Wexford,PA,15090,Allegheny,7,0,0,92,6,6,POINT (-80.062157 40.636304)
1109,UPMC Pinnacle Harrisburg,RX DEPT 111 S FRONT ST,Harrisburg,Pennsylvania,17101,Dauphin,0,0,0,954,956,66,
1110,Butler Memorial Hospital,ONE HOSPITAL WAY,Butler,Pennsylvania,16001,Butler,0,0,0,0,12,1773,
1111,SHREE ANJANEYA LLC,801 W MAIN ST,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,25,1315,20,POINT (-75.292861 40.24705)
1112,Hth Direct Instnal Pharm Srvs146,590 Coal St,Lehighton,Pennsylvania,18235,Carbon,0,0,0,34,23,8,POINT (-75.71757 40.836536)
1113,Freeland Health Center,404 Ridge Street,Freeland,Pennsylvania,18224,Luzerne,0,0,0,11,16,0,POINT (-75.897419 41.015329)
