,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE
2943,LIFETIME PHARMACY LLC,Community Clinic,,,Allen,Collin,960 Ridgeview Dr,75013,5/24/2021,10:50:54,0,180,0,0,0,180,0,,
2944,Complete Care Medical,Other,,2000 ESTERS RD STE 120 IRVING 75061,Irving,Dallas,2000 Esters Rd,75061,6/3/2021,14:23:26,0,50,0,0,0,50,0,(972) 986-7469,
2945,Uptown Clinic PLLC,Medical Practice,,110 UPTOWN AVE STE AA,Brownsville,Cameron,110 UPTOWN AVE STE AA,78520,6/23/2021,10:12:11,963,300,116,322,0,1263,438,(956) 620-3140,
2946,Walgreens Pharmacy 06909,Pharmacy,,,,,"4007 BARKER CYPRESS RD Houston, TX 77084",,5/30/2021,17:14:03,0,28,0,0,0,28,0,(281) 550-9804,https://www.walgreens.com/locator/walgreens-4007+barker+cypress+rd-houston-tx-77084/id=6909
2947,El Paso Primary Care Associates Pa,Other,,4545 N Mesa St,El Paso,El Paso,4545 N Mesa St,79912,5/28/2021,11:45:30,0,20,0,0,0,20,0,,
2948,"CityDoc Urgent Care Center 3, PLLC",Community Clinic,,10759 Preston Road,Dallas,Dallas,10759 PRESTON RD # 200 DALLAS 75230,75230,5/28/2021,11:19:56,0,210,0,0,0,210,0,,
2949,Atlantic Medical PLLC,Community Clinic,,,San Antonio,Bexar,8101 Roughrider,78239,5/26/2021,14:44:02,0,60,0,0,0,60,0,,
2950,Premier Tests LLC,Other,,,San Antonio,Bexar,4401 Mccullough Ave,78212,6/30/2021,16:20:12,0,0,617,0,115,115,617,,
2951,"Dr. Rajesh S. Rana, MD PA",Medical Practice,,18601 Lbj Freeway,Mesquite,Dallas,18601 LYNDON B JOHNSON FWY STE 320 Mesquite 75150,75150,5/26/2021,13:38:43,0,50,0,0,0,50,0,,
2952,MASON PHARMACY LLC,Pharmacy,,17531 Fm 529 Rd,Houston,Harris,17531 FM 529 RD Houston 77095,77095,5/29/2021,13:33:34,0,220,0,0,0,220,0,,
2953,"Laredo Downtown Pharmacy, Inc",Pharmacy,,,Laredo ,,1219 Matamoros St. ,78040,5/31/2021,17:13:06,0,0,0,51,140,140,51,,
2954,Kids Wellness Center,Community Clinic,,3228 Interstate 30 Ste 300,Mesquite,Dallas,3228 Interstate 30 Ste 300,75150,5/26/2021,11:57:14,0,120,0,0,0,120,0,,
2955,A.Y.O. Healthcare Clinic,Community Clinic,,565 W Oates Road,Garland,Dallas,565 W Oates Road,75043,5/31/2021,12:03:18,0,0,0,52,0,0,52,,
2956,Medicure Family Clinic/ Joavia Health Pllc,Community Clinic,,1038 N Carrier Pkwy,Grand Prairie,Dallas,1038 N Carrier Pkwy,75050,5/28/2021,8:46:34,0,110,0,100,0,110,100,,
2957,Dallas Family Medicine,Community Clinic,,8668 Skillman St,Dallas,Dallas,8668 Skillman St,75243,5/26/2021,14:35:21,0,228,0,0,0,228,0,,
2958,Su Clinica Familiar,Other,,,Garland,,315 N. Shiloh Rd. STE 102,75042,5/27/2021,9:41:28,3285,0,0,0,0,3285,0,(972) 205-0440,
2959,Mcallen Day And Night Clinic,Medical Practice,,2201 S 23rd St,MCALLEN,TX,2201 South 23rd Street,78503,7/14/2021,9:32:53,0,50,0,0,0,50,0,(956) 928-1143,
2960,Goodyear GoodLife Health Center,Other,,2000 Goodyear Dr,Houston,Harris,2000 Goodyear Drive,77017,5/28/2021,12:22:08,0,0,0,60,0,0,60,,
2961,Certified Allergy & Asthma Of San Antonio,Medical Practice,,8285 Fredericksburg Rd,San Antonio ,Bexar,8285 Fredericksburg Rd San Antonio 78229,78229,6/3/2021,7:09:30,0,100,0,0,0,100,0,210-614-3923,
2962,"TEXAS PHYSICIAN PRIMARY CARE ,PLLC",Medical Practice,,502 W Kearney St,Mesquite,Dallas,502 West Kearney Street,75149,7/23/2021,17:11:34,12,90,0,0,0,102,0,(972) 288-7337,
2963,MCKINNEYCARE PHARMACY & COMPOUND,Pharmacy,,4601 MEDICAL CENTER DR STE B MCKINNEY 75069,MCKINNEY,Collin,4601 MEDICAL CENTER DR STE B,75069,5/27/2021,7:55:16,0,790,0,0,0,790,0,,
2964,Walgreens Pharmacy 00553,Pharmacy,,,Houston ,,5300 N Braeswood Blvd ,77096,7/7/2021,23:33:48,18,70,0,0,24,112,0,713-721-1516,https://www.walgreens.com/locator/walgreens-5300+n+braeswood+blvd-houston-tx-77096/id=553
2965,West Campbell Pharmacy,Pharmacy,,5626 Maple Ave,Dallas,Dallas,5626 Maple Avenue,75235,7/13/2021,14:39:14,0,250,0,0,0,250,0,(972) 238-7940,
2966,DFW Medical Clinic,Other,,,IRVING,,916 W 6th ST ,75060,5/18/2021,17:29:09,0,250,0,0,0,250,0,214-570-0006,
2967,Prima Health Clinic,Community Clinic,,,Dallas,,8345 Walnut Hill Ln Ste 105,75231,5/28/2021,17:15:44,0,80,0,0,0,80,0,,
2968,CLINICAS MI DOCTOR #9,Medical Practice,,,Dallas,,9753 Webb Chapel Rd. Ste. 900 Dallas,75220,5/14/2021,9:34:03,0,26,0,0,0,26,0,,
2969,BERRY MEDICAL CLINIC,Medical Practice,,8518 Jensen Dr,Houston,Harris,8518 Jensen Drive,77093,7/14/2021,17:08:58,0,340,0,0,0,340,0,(713) 691-2112,staff@berrymedical.net
2970,"ROBERTO CANALES, M.D., P.A.",Medical Practice,,1733 Curie Drive Suite 103,El Paso,El Paso,1733 CURIE DR STE 103 STE 103 El Paso 79902,79902,6/8/2021,19:17:07,179,0,1032,0,0,179,1032,,
2971,Roberto Canales Md Pa - El Paso 2,Medical Practice,,2295 Trawood Dr Ste C,El Paso,El Paso,2295 Trawood Dr Ste C El Paso 79935,79935,6/8/2021,19:20:32,359,0,1044,0,0,359,1044,,
2972,Famicare Clinic,Community Clinic,,,Garland,,3465 W WALNUT ST STE 225 ,75042,6/1/2021,17:03:05,0,320,0,0,0,320,0,,
2973,Trustn Diagnostic,Other,,909 Blossomwood Ct,Arlington,Tarrant,909 Blossomwood Ct,76017,7/22/2021,11:04:33,1464,280,0,100,0,1744,100,,
2974,"Pediatric Urgent Care, PA Plano",Medical Practice,,7212 Independence Pkwy Suite A,Plano,Collin,"7212 Independence Parkway, Plano, TX, USA",75025,6/14/2021,9:15:55,0,100,0,200,0,100,200,,
2975,International Travel Solutions - Dallas,Medical Practice,,12810 Hillcrest Rd,Dallas,Dallas,"12810 Hillcrest Road, Dallas, TX, USA",75230,6/1/2021,8:35:44,0,75,0,0,0,75,0,,
2976,TOTAL PHARMACY ENNIS,Pharmacy,E,"2046 Forest Lane, SUITE 140",GARLAND,Dallas,"2046 FOREST LANE, STE 140",75042,7/26/2021,17:20:09,0,380,0,0,40,420,0,,
2977,Barnard Family Health Centers - Cypress,Hospital,,,CYPRESS,,21216 NW FRW,77429,6/2/2021,9:04:20,0,50,0,0,0,50,0,,
2978,Lake June Medical Clinic,Medical Practice,,7716 Lake June Rd,Dallas,Dallas,7716 Lake June Rd,75217,5/13/2021,15:47:36,0,50,0,200,165,215,200,(214) 398-8801,
2979,Internal Medicine Associates Of Plano,Medical Practice,,6124 W Parker Rd Ste 234,Plano,Collin,6124 W Parker Rd Ste 234,75093,7/2/2021,12:37:21,0,222,0,222,0,222,222,(972) 468-9999,http://www.planointernist.com/
2980,Wilson County ESD #3,Other,,West Wheeler St,Stockdale,Wilson,656 West Wheeler St,78160,5/27/2021,8:03:25,0,277,0,500,1870,2147,500,,
2981,Quality Research Incorporated,Other,,303 W Sunset,San Antonio,Bexar,6601 Blanco Rd,78209,6/1/2021,17:00:06,0,50,0,80,0,50,80,,
2982,Dshs Phr 9 /10 Hq - El Paso (Re),Local Health Department,,401 E Franklin Ave,El Paso,El Paso,"401 E Franklin Ave, El Paso, TX, USA",79901,5/25/2021,16:51:57,0,0,0,0,0,0,0,915-834-7680,https://www.dshs.texas.gov/region9-10.shtm
2983,Hardeman County Clinic,Community Clinic,,404 Mercer St,Quanah,Hardeman,404 Mercer St,79252,7/15/2021,16:42:42,0,90,0,90,0,90,90,(940) 663-6651,
2984,PUSH PHLEBOTOMY,Community Clinic,,,Huntsville,Walker,1650 7th Street,77320,7/23/2021,9:41:28,336,79,0,0,271,686,0,,
2985,Ochna Health,Community Clinic,,,Georgetown,Williamson,1821 Westinghouse Road,78626,5/31/2021,18:55:58,6,210,0,0,0,216,0,,
2986,Dna Reference Lab,Other,,,San Antonio,Bexar,5282 Medical Drive Ste 312,78229,5/28/2021,15:30:15,200,776,0,200,0,976,200,,
2987,AICON FAMILY CLINIC LLC,Medical Practice,,16261 Farm to Market Road 529,Houston,Texas,16261 FM 529 RD STE A,77095,5/28/2021,10:37:36,0,120,0,0,0,120,0,,
2988,City of Dallas (The Potters House) ,Vaccine Hub,,650 S Griffin Street,Dallas,Dallas,650 S Griffin Street,75202,5/28/2021,9:06:21,0,5000,0,0,0,5000,0,214-670-3111,https://dallascityhall.com/Pages/Coronavirus-Vaccine-Information.aspx
2989,Van Horn Rural Health Clinic,Community Clinic,,Eisenhower Rd Fm2185,Van Horn,Culberson,Eisenhower Rd Fm2185,79855,6/8/2021,9:26:48,0,150,0,150,0,150,150,(432) 283-1020,https://culbersonhospital.org/clinic/
2990,All Children Pediatric Clinic - Mission,Community Clinic,,,Mission,Hidalgo,4221 N Conway Ave,78573,5/26/2021,12:52:16,0,200,0,0,0,200,0,,
2991,DeHaro-Saldivar Health Center Parkland Health and Hospital System,Community Clinic,,,Dallas,Dallas,"1400 North Westmoreland Road, Dallas, TX, USA",75211,5/31/2021,18:20:19,59,300,0,0,0,359,0,,
2992,CF Medical Supplies & Pharmacy,Other,,4203 Gardendale St,San Antonio,Bexar,4203 Gardendale St,78229,6/2/2021,11:26:14,0,180,0,0,0,180,0,,
2993,"SAENZ MEDICAL PHARMACY LONESTAR, INC.",Pharmacy,,Griffin Parkway,Mission,Hidalgo,2121 E. Griffin Parkway Ste 18,78572,5/28/2021,17:01:09,18,0,0,50,100,118,50,956-519-6500,
2994,DSHS - Mineral Wells,Local Health Department,,4113 Highway 180 E,Mineral Wells,Palo Pinto,4113 Highway 180 E,76067,6/1/2021,8:27:30,0,0,0,0,0,0,0,(940) 325-7844,https://www.dshs.texas.gov/region2-3/clinics/clinicsreg3.shtm
2995,Beaumont Pediatric Center,Other,,3127 College St,Beaumont,Jefferson,3127 College St,77701,5/28/2021,12:20:26,0,120,0,0,0,120,0,,
2996,Mansfield Fire Rescue,Community Clinic,,,Mansfield,Tarrant,1305 E Broad St Mansfield Fire Rescue,76063,6/29/2021,13:23:05,2340,1666,0,1823,0,4006,1823,817-299-1260,
2997,Lovettmeredith Rhcolney Family Clinic,Community Clinic,,100 S Avenue M,Olney,Young,100 S Avenue M,76374,5/26/2021,8:04:13,0,0,0,5,0,0,5,(940) 564-3546,
2998,Forest Hill Pharmacy Inc,Other,,3403 Mansfield Hwy,Fort Worth,Tarrant,3403 Mansfield Hwy,76119,5/29/2021,14:49:32,0,100,0,10,0,100,10,,
2999,Prompt Urgent Care ,Medical Practice,,Babcock,SAN ANTONIO,Texas,5893 BABCOCK RD,78240,6/10/2021,18:22:18,20,20,0,0,0,40,0,(210) 585-2273,
3000,DSHS Uvalde,Other,,Joe Carper Drive,Uvalde,Uvalde,"112 Joe Carper Dr, Uvalde, TX, USA",78801,2/24/2021,8:32:07,0,0,0,0,0,0,0, (830) 591-4386,https://www.dshs.texas.gov/region8/contacts.shtm
3001,Dshs Bandera,Other,,702 Buck Creek Rd,Bandera,BANDERA,702 Buck Creek Rd,78003,3/6/2021,7:57:18,0,0,0,0,0,0,0,(830) 796-7540,https://www.dshs.texas.gov/region8/contacts.shtm
3002,DSHS Seguin,Other,,312 S Saunders St,Seguin,Guadalupe,"312 South Saunders Street, Seguin, TX, USA",78155,3/10/2021,7:56:26,0,0,0,0,0,0,0,(830) 372-0841,https://www.dshs.texas.gov/region8/contacts.shtm
3003,DSHS Clarksville,Other,,1400 College,Clarksville,Red River,308 N Cedar St ,75426,3/15/2021,9:15:39,0,0,0,0,0,0,0,903-428-3909,https://www.dshs.texas.gov/region4-5/clinic_locations.shtm
3004,Walgreens Pharmacy 11568,Other,,Fm 685,Pflugerville,Travis,1821 Fm 685,78660,5/30/2021,17:43:39,0,0,0,0,100,100,0,,
3005,DSHS - Rio Grande City,Local Health Department,,608 North Garza Street,Rio Grande City,Starr,608 North Garza Street,78582,3/15/2021,9:06:05,0,0,0,0,0,0,0,(956) 487-5556,https://www.dshs.texas.gov/region11/contact_us/rgc.shtm
3006,La Porte RapidCare ER LLC,Other,,,La Porte ,,1220 W FAIRMONT PKWY ,77571,4/6/2021,9:00:26,0,90,0,0,0,90,0,,
3007,DSHS - Zapata,Local Health Department,,1305 Kennedy,Zapata,Zapata,1305 Kennedy,78076,3/22/2021,11:01:53,0,0,0,0,0,0,0,(956) 765-4851,https://www.dshs.texas.gov/region11/contact_us/zapata.shtm
3008,DSHS - Mexia,Other,, Industrial Blvd,Mexia,Limestone,939 Industrial Blvd,76667,3/23/2021,7:54:33,0,0,0,0,0,0,0,254-562-3897,https://www.dshs.texas.gov/region7/fieldofficelocations.shtm
3009,Martin Pharmacy Investments PLLC,Other,,4290 Kinsey Drive,Tyler,Smith,4290 Kinsey Drive,75703,5/28/2021,8:39:56,0,30,0,0,10,40,0,,
3010,DSHS BOERNE,Other,,Market Ave Ste 160,Boerne,Kendall,216 Market Ave Ste 160,78006,3/24/2021,14:41:09,0,0,0,0,0,0,0,(830) 249-3511 ,https://www.dshs.texas.gov/region8/contacts.shtm
3011,DSHS Hallettsville,Other,,,Hallettsville,Lavaca,1309 East Cemetery Road,77964,4/1/2021,7:21:42,0,0,0,0,0,0,0,361-798-4371,https://www.dshs.texas.gov/region8/contacts.shtm
3012,DSHS - Falfurrias,Other,,,Falfurrias,Brooks,1200 E HIGHWAY 285,78355,4/7/2021,15:47:10,0,0,0,0,0,0,0,361-325-3423 ,https://dshs.texas.gov/region11/contact_us/falfurrias.shtm
3013,DSHS Elgin,Local Health Department,,218 S Main St Elgin,Elgin,,218 S Main St Elgin,78621,4/12/2021,7:14:23,0,0,0,0,0,0,0,(512) 285-9401,https://www.dshs.texas.gov/region7/fieldofficelocations.shtm
3014,DSHS Kerrville,Other,,819 Water St Ste 290  ,Kerrville,Kerr,819 Water St Ste 290  ,78028,7/12/2021,12:07:53,0,0,0,0,0,0,0,(830) 896-5515,https://www.dshs.texas.gov/region8/contacts.shtm
3015,DSHS - Lampasas,Local Health Department,,205 Water Street,Lampasas,Lampasas,205 Water Street,76550,4/14/2021,14:58:57,0,0,0,0,0,0,0,(512) 556-8269,http://www.dfps.state.tx.us/Contact_Us/locations.asp?r=7
3016,DSHS - Bastrop,Local Health Department,,104 Loop 150 W,Bastrop,Bastrop,104 Loop 150 W,78602,4/14/2021,14:55:33,0,0,0,0,0,0,0,(512) 321-3982,https://gettested.cdc.gov/organizations/texas-department-state-health-services-10
3017,DSHS - HSR 9/10 Brady,Local Health Department,,1004 S Bridge St,Brady,McCulloch,1004 S Bridge St,76825,4/28/2021,17:14:08,0,0,0,0,0,0,0,(325) 597-0550  ,https://www.dshs.state.tx.us/region9-10/regionalofficesclinics1.shtm
3018,"Broadmoor Healthcare Holdings, LLC",Community Clinic,,1317 Picadilly Dr #B201,Pflugerville,Travis,"1317 Picadilly Drive, Pflugerville, TX, USA",78660,5/30/2021,16:06:25,0,210,0,200,0,210,200,,
3019,DSHS - Marlin,Other,M,217 Williams St. ,Marlin,Falls,217 Williams St. ,76661,4/14/2021,15:03:26,0,0,0,0,0,0,0,254-883-9206,https://www.dshs.texas.gov/region7/fieldofficelocations.shtm
3020,Dshs Navasota,Other,,,Navasota,Grimes,513 N La Salle St,77868,4/14/2021,15:00:13,0,0,0,0,0,0,0,(936) 825-7476,https://www.dshs.texas.gov/region7/fieldofficelocations.shtm
3021,Dshs Hillsboro,Other,,South Ivy,Hillsboro,hill,605 South Ivy,76645,4/14/2021,14:57:52,0,0,0,0,0,0,0,254-582-7331,https://www.dshs.texas.gov/region7/fieldofficelocations.shtm
3022,Dshs Lockhart,Other,,Blackjack St,Lockhart,Caldwell,1403 Blackjack St,78644,4/14/2021,15:02:26,0,0,0,0,0,0,0,512-376-1076,https://www.dshs.texas.gov/region7/fieldofficelocations.shtm
3023,Dshs Meridian,Other,,409 South Hill,Meridian,Bosque,409 South Hill,76665,4/14/2021,15:04:24,0,0,0,0,0,0,0,254-435-6331,https://www.dshs.texas.gov/region7/fieldofficelocations.shtm
3024,DSHS - Kingsville,Other,,,Kingsville,Kleberg,100 West King Avenue,78363,4/19/2021,13:43:31,0,0,0,0,0,0,0,361-221-3023,https://dshs.state.tx.us/region11/contact_us/kingsville.shtm
3025,DSHS - HSR 6/5S - Bay City,Local Health Department,,1700 Merlin St,Bay City,Matagorda,1700 Merlin St,77414,5/26/2021,13:23:40,0,0,0,0,0,0,0,979-241-3105,https://www.dshs.state.tx.us/region6-5/hsregns.shtm
3026,DSHS - Mobile Nurse Corpus,Local Health Department,,5155 Flynn Parkway,Corpus Christi,Nueces,5155 Flynn Parkway,78411,4/29/2021,10:21:21,0,0,0,0,0,0,0,(361) 855-9924,http://www.hhs.gov/
3027,DSHS - Bellville,Other,,602 E Hacienda St,Bellville,Austin,602 E Hacienda St,77418,5/27/2021,5:19:52,0,0,0,0,0,0,0,979-865-5211 ,https://www.dshs.state.tx.us/region6-5/hsregns.shtm
3028,Trinity Apothecary,Pharmacy,,2501 E Hebron Pkwy Suite 100b,Carrollton,Denton,2501 E Hebron Pkwy Suite 100B,75010,5/28/2021,17:54:43,1254,490,0,310,575,2319,310,(972) 492-2151,http://www.trinityapothecary.com/
3029,Alamo Family Practice,Other,,10007 Huebner Road,San Antonio,Bexar,10007 Huebner Road,78240,5/28/2021,7:34:48,0,60,0,0,0,60,0,,
3030,DSHS - Bee County / Beeville,Local Health Department,,1770 W Corpus Christi St,Beeville,Bee,"1770 West Corpus Christi Street, Beeville, TX, USA",78102,5/20/2021,9:33:02,0,0,0,0,0,0,0,361-362-6162,https://dshs.state.tx.us/region11/contact_us/beeville.shtm
3031,DSHS - Midland,Other,,1101 Midland Dr,Midland,Midland,"1101 N Midland Dr, Midland, TX, USA",79703,5/25/2021,16:43:00,0,0,0,0,0,0,0,(432) 683-9492 ,https://www.dshs.state.tx.us/region9-10/regionalofficesclinics1.shtm
3032,Dshs HSR 8 Hq - San Antonio (Re),Other,,7430 Louis Pasteur Dr,San Antonio,Bexar,7430 Louis Pasteur Dr,78229,5/28/2021,9:08:48,0,0,0,0,0,0,0,210-949-2000,https://www.dshs.texas.gov/region8/default.shtm
3033,DSHS - Sonora Clinic,Other,,E. Main,Sonora,Sutton,103 E. Main St.,76950,5/25/2021,16:41:51,0,0,0,0,0,0,0,(325) 387-2234,https://www.dshs.state.tx.us/region9-10/regionalofficesclinics1.shtm
3034,Doctors Hospital at Renaissance,Vaccine Hub,V,5501 South Mccoll Road,Edinburg,Hidalgo,5501 South Mccoll Road,78539,5/31/2021,9:46:11,11623,0,5192,100,0,11623,5292,956-362-8800,https://www.dhrhealth.com/patients-and-visitors/coronavirus-advisory
3035,DSHS - Kaufman,Other,,2525 US-175,Kaufman,Kaufman,"2525 U.S. 175, Kaufman, TX, USA STE B",75142,5/27/2021,15:19:57,0,0,0,0,0,0,0, 972-932-9191,https://www.dshs.texas.gov/region2-3/clinics/clinicsreg3.shtm
3036,DSHS - Vernon,Local Health Department,,1531 Cumberland St,Vernon,Wilbarger,1531 Cumberland St,76384,7/13/2021,16:14:01,0,0,0,0,0,0,0,(940) 647-0156,http://www.dshs.wa.gov/
3037,DSHS - Columbus Clinic,Other,,1220 Bowie St,Columbus,Colorado,"1220 Bowie Street, Columbus, TX, USA",78940,6/21/2021,13:34:59,0,0,0,0,0,0,0,979-732-3662,https://www.dshs.state.tx.us/region6-5/otherhealthclinics.shtm
3038,DSHS - HSR 6/5S - Houston,Local Health Department,,5425 Polk St,Houston,Harris,"5425 Polk Street, Houston, TX, USA",77023,5/28/2021,16:23:59,0,0,0,0,0,0,0,713-767-3000,https://www.dshs.texas.gov/region6-5/default.shtm
3039,DSHS Goliad,Other,,329 W Franklin St,Goliad,Goliad,"329 West Franklin Street, Goliad, TX, USA",77963,7/14/2021,14:04:47,0,0,0,70,0,0,70,361-645-2595,https://www.dshs.state.tx.us/IDCU/investigation/conditions/Contacts/Goliad-County-Disease-Reporting-Contacts.aspx
3040,DSHS - Ballinger,Local Health Department,,2017 Hutchins Avenue,Ballinger,Runnels,2017 Hutchins Avenue,76821,6/23/2021,16:41:57,0,120,0,180,0,120,180,(325) 365-2564,https://www.dshs.state.tx.us/region2-3/clinics/clinicsreg2.shtm
3041,DSHS - Abilene,Other,,4601 S 1st St Suite L,Abilene,Taylor,"4601 South 1st Street, Abilene, TX, USA",79605,5/28/2021,9:09:11,0,0,0,0,0,0,0,(325) 795-5857,https://dshs.texas.gov/idcu/health/zoonosis/contact/region2.asp
3042,DSHS - Harlingen (RE),Local Health Department,,601 W Sesame Drive,Harlingen,Cameron,601 W Sesame Drive,78550,5/28/2021,11:55:24,2502,2980,0,0,1465,6947,0,(956) 689-5906,https://www.dshs.texas.gov/
3043,DSHS - HSR 4/5N - Tyler,Local Health Department,,2521 West Front Street,Tyler,Smith,2521 West Front Street,75702,6/1/2021,21:43:40,3126,3600,1170,1340,4160,10886,2510,(903) 595-3585,http://www.dshs.state.tx.us/
3044,DSHS - Granbury,Community Clinic,,214 N Travis St,Granbury,Hood,"214 North Travis Street, Granbury, TX, USA",76048,5/28/2021,13:14:12,0,0,0,0,0,0,0,817-573-8186,https://www.dshs.texas.gov/region2-3/clinics/clinicsreg3.shtm
3045,DSHS - Cleburne Field Office,Other,E,108 B E. Kilpatrick,Cleburne,Johnson,108 B E. Kilpatrick,76031,5/28/2021,16:59:05,0,0,0,30,105,105,30,(817) 517-2306,https://www.dshs.texas.gov/region2-3/clinics/clinicsreg3.shtm
3046,DSHS - Temple,Other,,2408 S 37th St,Temple,Bell,2408 South 37th Street,76504,5/30/2021,11:45:06,0,0,0,0,0,0,0,(254) 777-6772,https://www.dshs.texas.gov/region7/default.shtm
3047,DSHS Canyon,Local Health Department,,3407 Pony Express Way,Amarillo,RANDALL,3407 Pony Express Way,79118,6/14/2021,11:05:40,0,0,0,0,0,0,0,(806) 477-1100,https://www.dshs.texas.gov/region1/default.shtm
3048,Dshs Pampa,Other,,121 S Gillespie St,Pampa,GRAY,121 S Gillespie St,79065,6/2/2021,8:47:58,0,200,0,200,0,200,200,(806) 802-7002,https://www.dshs.texas.gov/region1/immunize.shtm
3049,Health-Rite Pharmacy,Pharmacy,,21660 Kingsland Blvd,Katy,Harris,21660 Kingsland Boulevard Suite 600,77450,7/12/2021,16:19:49,0,0,0,0,55,55,0,832-437-2216,
3050,Livingston Pharmacy ,Pharmacy,,,LIVINGSTON ,,"714 W Church St, Livingston, TX 77351",77351,5/28/2021,9:10:42,30,400,36,220,40,470,256,(936) 327-5519,http://www.localpharmacyrx.com/livingston-pharmacy
3051,CORYELL MEMORIAL HOSPITAL,Vaccine Hub,L,1507 W Main St,Gatesville,Coryell,1507 W Main St,76528,5/28/2021,12:11:05,0,0,0,0,5,5,0,(254) 865-2166,https://coryellhealth.org/clinics/
3052,Fresenius Kidney Care El Paso,Other,,10767 Gateway Blvd W,El Paso, El Paso County,"10767 Gateway Blvd W Ste 600 El Paso, Texas 79935",79935,3/31/2021,0:00:00,0,0,0,10,0,0,10,1-800-881-5101,https://www.freseniuskidneycare.com/dialysis-centers/texas/1600
3053,Fresenius,Other,,,Tyler,Smith,3824 Troup Hwy,75703,5/31/2021,10:22:57,0,0,0,10,0,0,10,,
3054,"Health Care Unlimited, Inc. dba Century Medical Home Infusion",Other,,1100 E Laurel Avenue,Mcallen,Hidalgo,1100 E Laurel Avenue,78501,5/28/2021,8:37:17,295,30,540,40,0,325,580,,
3055,Southwest Urgent Care Center,Other,,,EL PASO,,2030 N MESA ST EL PASO 79902,79902,7/26/2021,14:07:56,84,0,0,0,0,84,0,,
3056,"MY KKT, LLC",Other,,2506 25th Ave N,Texas City,Galveston,2506 25th Ave N,77590,5/29/2021,1:01:30,0,10,0,0,0,10,0,,
3057,UNIVERSITY OF TEXAS MEDICAL BRANCH - UTMB,Vaccine Hub,R,301 University Blvd,Galveston,Galveston,301 University Blvd,77555,5/27/2021,9:25:52,0,0,0,0,0,0,0,800-917-8906,https://www.utmb.edu/covid-19/vaccine/patient-info
3058,METHODIST HOSPITAL SOUTH,Hospital,P,1905 HWY 97 East,Jourdanton,Atascosa,"1905 HWY 97 East, Jourdanton, TX, 78026",78026,5/26/2021,13:54:49,0,100,0,190,0,100,190,,
3059,CHI ST JOSEPH PRIMARY CARE MOB,Other,,,College Station,Brazos,4421 State Hwy 6 South,77845,7/19/2021,9:17:16,0,30,0,0,0,30,0,979- 690-4466,
3060,San Antonio Preventive And Diagnostic M,Other,,,San Antonio,Bexar,8401 Datapoint Dr,78229,5/28/2021,17:03:07,0,140,0,0,0,140,0,,
3061,River Hills Family  Medicine,Other,,Travis,Austin,Travis,7011 Ribelin Ranch Rd,78750,5/26/2021,8:54:19,0,40,0,80,0,40,80,,
3062,Walgreens Pharmacy 15338,Pharmacy,,,,,"1515 N ALEXANDER DR Baytown, TX 77520",,5/27/2021,20:43:06,42,0,0,0,0,42,0,(281) 427-3252,https://www.walgreens.com/locator/walgreens-1515+n+alexander+dr-baytown-tx-77520/id=15338
3063,Lake Ray Hubbard Pediatrics,Medical Practice,,,Rockwall,Rockwall,862 W Rusk St,75087,5/28/2021,15:59:23,24,50,0,0,0,74,0,,
3064,Ahf-Fort Worth Healthcare Center,Community Clinic,,,Fort Worth,Tarrant,400 N Beach St Ste 104,76111,5/28/2021,10:52:29,0,40,0,0,0,40,0,,
3065,"Allen Pharmacy & Wellness, LLC",Other,,945 W Stacy Rd,Allen,,945 W Stacy Rd STE 110 Allen 75013,75013,5/26/2021,14:15:49,1170,180,0,0,200,1550,0,(972) 372-9775,https://www.allenpharmacywellness.com/
3066,Vytalus Medical Group,Medical Practice,,23330 US-59,Houston,Montgomery,"23330 U.S. 59, Kingwood, TX, USA",77339,5/28/2021,7:37:32,0,87,0,163,0,87,163,,
