,Clinic Name,Clinic Address,Clinic Suite,Clinic Address Additional,Clinic City,Clinic State,Clinic Zip Code,County Name,Number of Doses Allocated,Most Recent Order Date,Georeferenced Latitude & Longitude,Total Pfizer Ordered,Total Moderna Ordered,Total Janssen Ordered
2012,Ahold Usa-giant Pharmacy-6112,255 S Spring Garden Street,,,Carlisle,Pa,17013,Cumberland,,,POINT (-77.181721 40.196578),,,
2013,Walmart Store #3633,12751 Washington Township Blvd,,,Waynesboro,Pennsylvania,17268,Franklin,,,POINT (-77.528204 39.742583),,,
2014,Rite Aid Store #11054,361 S. Cedar Crest Blvd,,,Allentown,Pennsylvania,18103,Lehigh,,,POINT (-75.522343 40.582561),,,
2015,Rite Aid Store #10984,178 Point Plaza,,,Butler,Pennsylvania,16001,Butler,,,POINT (-79.929902 40.869023),,,
2016,Cwc-costco Pharmacy 01081,14 W Lightcap Road,,,Pottstown,Pennsylvania,19464,Montgomery,,,POINT (-75.578296 40.239416),,,
2017,Walgreens Store # 10786,100 Cavasina Dr.,,,Canonsburg,Pennsylvania,15317,Washington,,,POINT (-80.174424 40.262552),,,
2018,Medicine Shoppe Pharamcy 1284,730 Washington Street,,,Huntingdon,Pennsylvania,16652,Huntingdon,,,POINT (-78.015595 40.486818),,,
2019,Rite Aid Store #10995,1851 East State Street,,,Hermitage,Pennsylvania,16148,Mercer,,,POINT (-80.475906 41.233291),,,
2020,Yocums Pharmacy 2 Inc,"1090 N Church St, Ste C",,,Hazleton,Pennsylvania,18202,Luzerne,,,POINT (-75.978812 40.97591),,,
2021,Rite Aid Store #10894,1021 First Avenue,,,Conway,Pennsylvania,15027,Beaver,,,POINT (-80.238621 40.660074),,,
2022,Giant Pharmacy-6306,2130 Palomino Road,,,Dover,Pa,17315,York,,,POINT (-76.840522 39.994783),,,
2023,Rite Aid Store #01922,315 West Fourth Street,,,Quarryville,Pennsylvania,17566,Lancaster,,,POINT (-76.169588 39.893979),,,
2024,Rite Aid Store #00321,455 North 3rd Street,,,Oxford,Pennsylvania,19363,Chester,,,POINT (-75.976612 39.794964),,,
2025,Rite Aid Store #10958,1396 West Chestnut St.,,,Washington,Pennsylvania,15301,Washington,,,POINT (-80.273725 40.164758),,,
2026,Walgreens Store # 6924,152 E. Lancaster Ave.,,,Paoli,Pennsylvania,19301,Chester,,,POINT (-75.476955 40.04214),,,
2027,Walmart Store #1644,120 Ajk Blvd,,,Lewisburg,Pennsylvania,17837,Union,,,POINT (-76.879841 40.989527),,,
2028,Debalkos Standard Drug,322 S. Hancock Street,,,Mcadoo,Pennsylvania,18237,Schuylkill,,,POINT (-75.995685 40.898663),,,
2029,Weis Pharmacy-72,500 Pottsville Park Plaza,,,Pottsville,Pa,17901,Schuylkill,,,POINT (-76.184329 40.698473),,,
2030,Lm Jade Inc. Dba the Med Shoppe #0077,1000 Market St,,,Bloomsburg,Pennsylvania,17815,Columbia,,,POINT (-76.451584 40.994416),,,
2031,Brockie Pharmatech at Pleasant Acres,118 Pleasant Acres Rd,,,York,Pennsylvania,17402,York,,,POINT (-76.648179 39.988676),,,
2032,Walmart Store #5360,11415 Hydetown Rd,,,Titusville,Pennsylvania,16354,Crawford,,,POINT (-79.69681 41.634033),,,
2033,Sluhhn-sacred Heart Campus,421 Chew St,,,Allentown,Pennsylvania,18102,Lehigh,2000,5/4/2021,POINT (-75.468045 40.607987),0,2000,0
2034,Tri-state Community Health Center,525 Fulton Drive,,,Mc Connellsburg,Pennsylvania,17233,Fulton,100,5/4/2021,POINT (-77.99936 39.924409),0,100,0
2035,Giant Pharmacy-6271,14635 Mt Airy Road,,,Shrewsbury,Pa,17361,York,,,POINT (-76.670992 39.773322),,,
2036,Huntingdon Family Care Center,835 Washington Street,,,Huntingdon,Pennsylvania,16652,Huntingdon,100,5/4/2021,POINT (-78.017188 40.488302),0,100,0
2037,Family Pharmacy of Jessup,128 Constitution Ave,,,Jessup,Pennsylvania,18434,Lackawanna,,,POINT (-75.573827 41.476213),,,
2038,Fpc-selinsgrove 1 Family Practice Center,21 Susquehanna Valley Mall Drive,A,,Selinsgrove,Pennsylvania,17870,Snyder,700,5/4/2021,POINT (-76.850738 40.821767),0,700,0
2039,Cvs/pharmacy01606,37 Mahoning St.,,,Milton,Pennsylvania,17847,Northumberland,,,POINT (-76.855954 41.015857),,,
2040,Rite Aid Store #02591,670 Philadelphia Avenue,,,Reading,Pennsylvania,19607,Berks,,,POINT (-75.948321 40.298114),,,
2041,Lebanon Pharmacy,990 Isabel Dr,,,Lebanon,Pennsylvania,17042,Lebanon,200,5/4/2021,POINT (-76.423477 40.315926),0,200,0
2042,Sams Club Store #4994,6520 Carlisle Pike,250,,Mechanicsburg,Pennsylvania,17050,Cumberland,,,POINT (-77.023932 40.246394),,,
2043,Rite Aid Store #11088,6542 H Logan Square,,,New Hope,Pennsylvania,18938,Bucks,,,POINT (-74.975314 40.357358),,,
2044,Rite Aid Store #03364,1303 Shoemaker Street,,,Nanty Glo,Pennsylvania,15943,Cambria,,,POINT (-78.836378 40.467678),,,
2045,Cvs/pharmacy03999,401 Chestnut Street,,,Carnegie,Pennsylvania,15106,Allegheny,,,POINT (-80.084288 40.412458),,,
2046,Phn-schuylkill Community Health Center,210 Sunbury Street,,,Minersville,Pennsylvania,17954,Schuylkill,100,5/4/2021,POINT (-76.261083 40.691073),0,100,0
2047,Mccracken Pharmacy,595 East High Street,,,Waynesburg,Pennsylvania,15370,Greene,,,POINT (-80.179359 39.896359),,,
2048,Murray Overhill Pharmacy,32 W State Street,,,Media,Pennsylvania,19063,Delaware,,,POINT (-75.390669 39.918078),,,
2049,Rite Aid Store #04083,101 5th Street,,,Charleroi,Pennsylvania,15022,Washington,,,POINT (-79.896467 40.139384),,,
2050,Weis Pharmacy-20,316 Walnut Street,,,Newport,Pa,17074,Perry,,,POINT (-77.133362 40.4781),,,
2051,Phn-ellwood City Health Center,304 Evans Drive,201,,Ellwood City,Pennsylvania,16117,Lawrence,100,5/4/2021,POINT (-80.275909 40.868201),0,100,0
2052,Rite Aid Store #01830,77 Reuters Boulevard,,,Towanda,Pennsylvania,18848,Bradford,,,POINT (-76.450216 41.783144),,,
2053,Cvs/pharmacy02158,32-54 West Lemon St.,,,Lancaster,Pennsylvania,17603,Lancaster,,,POINT (-76.30835 40.04415),,,
2054,Cvs/pharmacy01654,1700 N. George St,,,York,Pennsylvania,17404,York,,,POINT (-76.735242 39.984408),,,
2055,Wellspan Ephrata Community Hospital,Pharmacy Department,,169 Martin Avenue,Ephrata,Pennsylvania,17522,Lancaster,1170,5/4/2021,,1170,0,0
2056,Rite Aid Store #10900,700 Stevenson Blvd.,,,New Kensington,Pennsylvania,15068,Westmoreland,,,POINT (-79.755007 40.56403),,,
2057,Lords Valley Village Pharmacy Inc,658 Rt 739,5,,Hawley (part-wayne),Pennsylvania,18428,Pike,,,POINT (-75.04891 41.349715),,,
2058,Rite Aid Store #11006,105 West Main Street,,,North East,Pennsylvania,16428,Erie,,,POINT (-79.841387 42.214046),,,
2059,Giant Pharmacy-6269,3301 Trindle Road,,,Camp Hill,Pa,17011,Cumberland,,,POINT (-76.935436 40.238145),,,
2060,Tops Pharmacy-672,525 North Fraley Street,,,Kane,Pennsylvania,16735,Mckean,,,POINT (-78.813285 41.669362),,,
2061,Rite Aid Store #01709,15 Centennial Way,,,Scottdale,Pennsylvania,15683,Westmoreland,,,POINT (-79.587061 40.101509),,,
2062,Weis Pharmacy-154,600 Hunter Hwy,,,Tunkhannock,Pennsylvania,18657,Wyoming,,,POINT (-75.948453 41.529231),,,
2063,Rite Aid Store #11119,644 West Lancaster Ave.,,,Wayne,Pennsylvania,19087,Chester,,,POINT (-75.40486 40.045894),,,
2064,Rite Aid Store #11038,2411 Columbia Blvd,,,Bloomsburg,Pennsylvania,17815,Columbia,,,POINT (-76.413712 41.011202),,,
2065,Sams Club Store #6460,2500 Plank Road Commons,,,Altoona,Pennsylvania,16602,Blair,,,,,,
2066,Cvs/pharmacy01805,101 Reecesville Rd.,,,Coatesville,Pennsylvania,19320,Chester,,,POINT (-75.790044 40.008115),,,
2067,Giant Eagle Pharmacy-47,100 Settlers Ridge Center Dr,,,Pittsburgh,Pennsylvania,15205,Allegheny,,,POINT (-80.151871 40.441492),,,
2068,Rite Aid Store #03470,580 Carbondale Road,,,Scott Township,Pennsylvania,18447,Lackawanna,,,POINT (-75.661271 41.530062),,,
2069,Rite Aid Store #02017,762 East Johnson Highway,,,Norristown,Pennsylvania,19401,Montgomery,,,POINT (-75.317783 40.125455),,,
2070,Martins Pharmacy-6308,1570 Oakland Ave,,,Indiana,Pennsylvania,15701,Indiana,,,POINT (-79.172406 40.614732),,,
2071,Giant Eagle Pharmacy-2402,4192 Glades Pike,,,Somerset,Pennsylvania,15501,Somerset,,,POINT (-79.108128 40.010249),,,
2072,Cvs/pharmacy02507,3943 Route 309,,,Schnecksville,Pennsylvania,18078,Lehigh,,,POINT (-75.600195 40.655181),,,
2073,Walmart Store #2830,1570 Chester Pike,,,Eddystone,Pennsylvania,19022,Delaware,,,POINT (-75.3416 39.866428),,,
2074,Rite Aid Store #00233,9635 William Penn Highway,,,Huntingdon,Pennsylvania,16652,Huntingdon,,,POINT (-78.014847 40.479695),,,
2075,Giant Pharmacy-6501,850 East Main Street,,,Ephrata,Pa,17522,Lancaster,,,POINT (-76.157833 40.165002),,,
2076,Wegmans Pharmacy #036,1405 Main St.,,,Warrington,Pa,18976,Bucks,,,POINT (-75.134192 40.230435),,,
2077,Rite Aid Store #10973,120 Country Side Plaza,,Box 1052,Mount Pleasant,Pennsylvania,15666,Westmoreland,,,POINT (-79.551084 40.126727),,,
2078,Giant Eagle Pharmacy-487,100 Sugar Run Rd.,,,Waynesburg,Pennsylvania,15370,Greene,,,POINT (-80.169364 39.894932),,,
2079,Cvs/pharmacy17448,2661 Freeport Rd,,,Pittsburgh,Pa,152381441,Allegheny,,,POINT (-79.837175 40.537445),,,
2080,Cvs/pharmacy16608,155 Pocono Commons,,,Stroudsburg,Pennsylvania,18360,Monroe,,,POINT (-75.244033 40.996602),,,
2081,Cvs/pharmacy17336,550 Grandview Crossing Dr,,,Gibsonia,Pennsylvania,15044,Allegheny,,,POINT (-79.939587 40.641735),,,
2082,Rite Aid Store #12999,301 Eisenhower Drive,,,Hanover,Pennsylvania,17331,York,,,POINT (-76.98797 39.825231),,,
2083,Rite Aid Store #01925,210 9th Street,,,Glassport,Pennsylvania,15045,Allegheny,,,POINT (-79.892061 40.321055),,,
2084,Sams Club Store #8191,441 Wilkes Barre Township Blvd,,,Wilkes Barre,Pennsylvania,18702,Luzerne,,,POINT (-75.863866 41.236003),,,
2085,Excela Health Latrobe Hospital,One Mellon Way,,,Latrobe,Pennsylvania,15650,Westmoreland,100,5/4/2021,,0,100,0
2086,Lincoln Pharmacy,232 North Avenue,,,Pittsburgh,Pennsylvania,15209,Allegheny,,,POINT (-79.974787 40.481161),,,
2087,Cvs/pharmacy04245,175 W. Beau St.,,,Washington,Pennsylvania,15301,Washington,,,POINT (-80.249337 40.170275),,,
2088,Cvs/pharmacy02784,857 West Baltimore Pike,,,West Grove,Pennsylvania,19390,Chester,,,POINT (-75.876783 39.823997),,,
2089,Walgreens Store # 9876,1262 Lititz Pike,,,Lancaster,Pennsylvania,17601,Lancaster,,,POINT (-76.306196 40.060263),,,
2090,The Medicine Shoppe Oakmont,215 Allegheny Ave,,,Oakmont,Pennsylvania,15139,Allegheny,,,POINT (-79.843549 40.514374),,,
2091,Wegmans Pharmacy #046,50 Foundry Way,,,Malvern,Pa,19355,Chester,,,POINT (-75.521471 40.048628),,,
2092,Weis Pharmacy-91,237 S. Mountain Blvd,,,Mountain Top,Pa,18707,Luzerne,,,POINT (-75.899122 41.145358),,,
2093,Weis Pharmacy-49,740 S. Broad Street,,,Lititz,Pa,17543,Lancaster,,,POINT (-76.304085 40.141669),,,
2094,Rite Aid Store #07772,33 West Ridge,101,,Royersford,Pennsylvania,19468,Montgomery,,,POINT (-75.502031 40.216321),,,
2095,The Medicine Shoppe-york,1698 S Queen St,,,York,Pennsylvania,17403,York,,,POINT (-76.705379 39.942899),,,
2096,Walmart Store #1850,1730 Lincon Way E,,,Chambersburg,Pennsylvania,17201,Franklin,,,,,,
2097,Rite Aid Store #11113,510 East Baltimore Pike,,,Media,Pennsylvania,19063,Delaware,,,POINT (-75.379832 39.915355),,,
2098,Rite Aid Store #00205,26 West Independence Street,,,Shamokin,Pennsylvania,17872,Northumberland,,,POINT (-76.557588 40.790891),,,
2099,Giant Eagle Pharmacy-2415,1521 N Main Street Ext,,,Butler,Pennsylvania,16001,Butler,,,POINT (-79.907745 40.89649),,,
2100,Giant Pharmacy-6317,967 S Township Line Rd,,,Royersford,Pa,19468,Montgomery,,,POINT (-75.528951 40.193476),,,
2101,Vantage Care Pharmacy,1305 South Main Street,,,Meadville,Pennsylvania,16335,Crawford,,,POINT (-80.154162 41.627702),,,
2102,Cvs/pharmacy01626,30 East Simpson Road,,,Mechanicsburg,Pennsylvania,17055,Cumberland,,,POINT (-77.005411 40.211751),,,
2103,Giant Eagle Pharmacy-64,3812 O'neil Blvd,,,Mc Keesport,Pennsylvania,15132,Allegheny,,,POINT (-79.831241 40.347785),,,
2104,Cvs/pharmacy17569,960 Lititz Pike,,,Lititz,Pa,175439328,Lancaster,,,POINT (-76.304095 40.133251),,,
2105,Cvs/pharmacy16752,200 Butler Commons,,,Butler,Pa,160012482,Butler,,,POINT (-79.94288 40.876272),,,
2106,Mlhc-paoli Hospital,255 W Lancaster Ave,,,Paoli,Pennsylvania,19301,Chester,2000,5/4/2021,POINT (-75.499817 40.042098),0,2000,0
2107,Rite Aid Store #00721,304 Market Street,,,Harrisburg,Pennsylvania,17101,Dauphin,,,POINT (-76.880585 40.260952),,,
2108,Cvs/pharmacy01312,1111 North 9th Street,,,Stroudsburg,Pennsylvania,18360,Monroe,,,POINT (-75.218575 40.989073),,,
2109,Rite Aid Store #10941,Pittsburgh Intl Airport,,Po Box 12298,Pittsburgh,Pennsylvania,15231,Allegheny,,,,,,
2110,Cvs/pharmacy02350,4290 Township Line Road,,,Schwenksville,Pennsylvania,19473,Montgomery,,,POINT (-75.401431 40.234653),,,
2111,Famcare Pharmacy,1429 Burgettstown Plaza,,,Burgettstown,Pennsylvania,15021,Washington,,,POINT (-80.392961 40.381549),,,
2112,Rite Aid Store #11073,400 West Second Street,,,Berwick,Pennsylvania,18603,Columbia,,,POINT (-76.239372 41.052764),,,
2113,Weis Pharmacy-76,1220 Chestnut Street,,,Emmaus,Pa,18049,Lehigh,,,POINT (-75.508959 40.527622),,,
2114,Weis Pharmacy-4,339 W. Walnut Street,,,Shamokin,Pa,17872,Northumberland,,,POINT (-76.561627 40.789843),,,
2115,Giant Eagle Pharmacy-45,9805 Mcknight Road,,,Pittsburgh,Pennsylvania,15237,Allegheny,,,POINT (-80.037336 40.585802),,,
2116,Phn-lewistown Community Health Center,106 Derry Heights,100,,Lewistown,Pennsylvania,17044,Mifflin,100,5/4/2021,POINT (-77.577034 40.643141),0,100,0
2117,Giant Eagle Pharmacy-4008,223 Grove City Rd.,,,Slippery Rock,Pennsylvania,16057,Butler,,,POINT (-80.051839 41.070254),,,
2118,Giant Pharmacy-6474,1153 North 5th Street,,,Perkasie,Pa,18944,Bucks,,,POINT (-75.276549 40.383467),,,
2119,The Chester County Hospital,Pharmacy,,701 East Marshall Street,West Chester,Pennsylvania,19380,Chester,1170,5/4/2021,,1170,0,0
2120,Cvs/pharmacy05011,9 Main St.,,,Wellsboro,Pennsylvania,16901,Tioga,,,POINT (-77.298176 41.750466),,,
2121,Rite Aid Store #10938,880 Butler Street,,,Pittsburgh,Pennsylvania,15223,Allegheny,,,POINT (-79.94636 40.510634),,,
2122,Ahold Usa-martins Pharmacy-6292,200 E Chestnut Ave,,,Altoona,Pa,16601,Blair,,,POINT (-78.390466 40.52717),,,
2123,North Side Christian Health Center,816 Middle Street,,,Pittsburgh,Pennsylvania,15212,Allegheny,100,5/4/2021,POINT (-79.999614 40.455241),0,100,0
2124,Sav-on Pharmacy #2876,1067 West Baltimore Pike,,,Media,Pennsylvania,19063,Delaware,,,POINT (-75.42909 39.914537),,,
2125,Vdi-brackens Pharmacy,7 Water Street,,,East Brady,Pennsylvania,16028,Clarion,,,POINT (-79.614698 40.988552),,,
2126,Giant Eagle Pharmacy-16,1451 Scalp Ave.,,,Johnstown,Pennsylvania,15904,Cambria,,,POINT (-78.858016 40.271493),,,
2127,Collegeville Pharmacy Inc,"305 Second Ave, 204",,,Collegeville,Pennsylvania,19426,Montgomery,,,POINT (-75.453993 40.179914),,,
2128,Cvs Pharmacy #11422,177 Erie Boulevard,,,Susquehanna,Pennsylvania,18847,Susquehanna,,,POINT (-75.606875 41.945461),,,
2129,Cvs/pharmacy06999,550 Lancaster Avenue,,,Berwyn,Pennsylvania,19312,Chester,,,POINT (-75.437245 40.047799),,,
2130,Rite Aid Store #10960,601 West Pike Street,,,Canonsburg,Pennsylvania,15317,Washington,,,POINT (-80.204271 40.257367),,,
2131,The Hometown Pharmacy-center,3589 Brodhead Rd,,,Monaca,Pennsylvania,15061,Beaver,,,POINT (-80.31634 40.658601),,,
2132,Giant Eagle Pharmacy-62,111 West Madison Street,,,Rochester,Pennsylvania,15074,Beaver,,,POINT (-80.28853 40.702417),,,
2133,Rite Aid Store #03508,1340 Main Street,,,Burgettstown,Pennsylvania,15021,Washington,,,POINT (-80.391738 40.378695),,,
2134,Sav-on Pharmacy #721,785 Starr St,,,Phoenixville,Pennsylvania,19460,Chester,,,POINT (-75.508901 40.123245),,,
2135,Rite Aid Store #11165,200 Kimberton Road,,,Phoenixville,Pennsylvania,19460,Chester,,,POINT (-75.535501 40.131689),,,
2136,Blueberry Pharmacy,1018 W View Park Dr,,,Pittsburgh,Pennsylvania,15229,Allegheny,100,5/4/2021,POINT (-80.036184 40.516635),0,100,0
2137,Cvs/pharmacy01614,651 Carey Avenue,,,Wilkes Barre,Pennsylvania,18706,Luzerne,,,POINT (-75.918008 41.234673),,,
2138,Rite Aid Store #11081,556 Union Street,,,Luzerne,Pennsylvania,18709,Luzerne,,,POINT (-75.897116 41.283352),,,
2139,Walmart Store #1820,1 Hilltop Plz,,,Kittanning,Pennsylvania,16201,Armstrong,,,POINT (-79.541205 40.814618),,,
2140,Rite Aid Store #10909,1710 Mount Royal Blvd.,,,Glenshaw,Pennsylvania,15116,Allegheny,,,POINT (-79.9629 40.52582),,,
2141,Giant Eagle Pharmacy-41,41 Towne Center Drive,,,Leechburg,Pennsylvania,15656,Armstrong,,,POINT (-79.611167 40.608325),,,
2142,Rite Aid Store #04004,2108 Macarthur Road,,,Whitehall,Pennsylvania,18052,Lehigh,,,POINT (-75.487475 40.63534),,,
2143,Cvs/pharmacy07670,620 Old Philadelphia Rd.,,,Easton,Pennsylvania,18042,Northampton,,,POINT (-75.210564 40.677799),,,
2144,Cvs/pharmacy01680,639 Main Street,,,Clarion,Pennsylvania,16214,Clarion,,,POINT (-79.382694 41.213545),,,
2145,Wegmans Pharmacy #094,3791 Easton-nazareth Highway,,,Easton,Pa,18045,Northampton,,,POINT (-75.286558 40.715629),,,
2146,Innovative Pharmacy,2014 Ford Road,,,Bristol,Pennsylvania,19007,Bucks,,,POINT (-74.895828 40.117369),,,
2147,Rite Aid Store #02375,925 West Erie Plaza,,,Erie,Pennsylvania,16505,Erie,,,POINT (-80.133087 42.107341),,,
2148,Oxford Valley Pharmacy,403 S Oxford Valley Rd,Ste 2,,Fairless Hills,Pennsylvania,19030,Bucks,,,POINT (-74.854048 40.17306),,,
2149,Rite Aid Store #03611,455-k North Enola Road,,,Enola,Pennsylvania,17025,Cumberland,,,POINT (-76.927421 40.300549),,,
2150,Perry Physicians Pc,4570 Valley Rd,,,Shermans Dale,Pennsylvania,17090,Perry,100,5/4/2021,POINT (-77.158983 40.319332),0,100,0
2151,Cwc-costco Pharmacy 00332,202 Costco Drive,,,Pittsburgh,Pennsylvania,15205,Allegheny,,,POINT (-80.167718 40.457348),,,
2152,Cvs Pharmacy # 2133,620 Market St.,,,Kingston,Pennsylvania,18704,Luzerne,,,POINT (-75.896739 41.261263),,,
2153,Weis Pharmacy-225,4525 Valley Rd,,,Enola,Pa,17025,Cumberland,,,POINT (-76.974396 40.289971),,,
2154,Giant Eagle Pharmacy-80,40 White St,,,Brookville,Pennsylvania,15825,Jefferson,,,POINT (-79.08416 41.159774),,,
2155,Cvs/pharmacy02513,1351 Wilmington Pike,,,West Chester,Pennsylvania,19382,Chester,,,POINT (-75.564949 39.902779),,,
2156,Giant Eagle Pharmacy-94,3113 Green Garden Rd,,,Aliquippa,Pennsylvania,15001,Beaver,,,POINT (-80.303341 40.599693),,,
2157,Rite Aid Store #01983,102 Easton Road,,,Nazareth,Pennsylvania,18064,Northampton,,,POINT (-75.313537 40.732505),,,
2158,Weis Pharmacy-63,441 W. Main Street,,,Mount Joy,Pa,17552,Lancaster,,,POINT (-76.515231 40.112701),,,
2159,Dakes Drug Store,201 City Line Ave,,,Merion Station,Pennsylvania,19066,Montgomery,,,POINT (-75.235299 39.997069),,,
2160,Choice Critical Care Rx Llc,330 North Avenue,,,East Berlin,Pennsylvania,17316,Adams,,,POINT (-76.980844 39.939258),,,
2161,Rite Aid Store #01699,9141 Ridge Road,,,Girard,Pennsylvania,16417,Erie,,,POINT (-80.302684 42.009526),,,
2162,Cvs/pharmacy10377,339 E Lancaster Ave,,,Wynnewood,Pennsylvania,19096,Montgomery,,,POINT (-75.27751 40.001702),,,
2163,Cvs/pharmacy01592,405 North Fourth Street,,,Sunbury,Pennsylvania,17801,Northumberland,,,POINT (-76.788462 40.866147),,,
2164,Lacons Pharmacy,1336 Powell Street,,,Norristown,Pennsylvania,19401,Montgomery,,,POINT (-75.336115 40.12397),,,
2165,Rite Aid Store #11064,791 Scranton Carbondale Hwy,,,Eynon,Pennsylvania,18403,Lackawanna,,,POINT (-75.578299 41.507345),,,
2166,Walmart Store #4348,200 Commerce Dr,,,Duncansville,Pennsylvania,16635,Blair,,,POINT (-78.432843 40.370159),,,
2167,Giant Pharmacy-6443,925 Norland Avenue,,,Chambersburg,Pa,17201,Franklin,,,POINT (-77.6307 39.940982),,,
2168,Yocums Pharmacy Inc,1749 E Broad St,,,Hazleton,Pennsylvania,18201,Luzerne,,,POINT (-75.949637 40.940947),,,
2169,Cvs/pharmacy 10825,2400 Butler Pike,,,Plymouth Meeting,Pennsylvania,19462,Montgomery,,,POINT (-75.272638 40.109063),,,
2170,Rite Aid Store #11049,200 South Best Avenue,,,Walnutport,Pennsylvania,18088,Northampton,,,POINT (-75.593438 40.755874),,,
2171,Rite Aid Store #00923,1860 Brownsville Road,,,Trevose,Pennsylvania,19053,Bucks,,,POINT (-74.973284 40.153351),,,
2172,Cvs/pharmacy02002,"7 Fox Run Lane, Route 209",,,E. Stroudsburg,Pennsylvania,18302,Monroe,,,,,,
2173,Rite Aid Store #01581,524 North 6th Street,,,Reading,Pennsylvania,19601,Berks,,,POINT (-75.92567 40.343919),,,
2174,Giant Eagle Pharmacy-95,18511 Smock Highway,,,Meadville,Pennsylvania,16335,Crawford,,,POINT (-80.167012 41.62017),,,
2175,Rite Aid Store #02693,44 Kings Village,,,Minersville,Pennsylvania,17954,Schuylkill,,,POINT (-76.254027 40.68162),,,
2176,Vdi-boalsburg Apothecary,3901 S Atherton St,1,,State College,Pennsylvania,16801,Centre,100,5/4/2021,POINT (-77.801278 40.781213),0,100,0
2177,Rite Aid Store #00740,8878 Clearfield Curwensville,,,Clearfield,Pennsylvania,16830,Clearfield,,,POINT (-78.475398 40.989226),,,
2178,Wegmans Pharmacy #135,2000 Crossings Blvd,,,Lancaster,Pennsylvania,17601,Lancaster,,,POINT (-76.34046 40.05909),,,
2179,Cvs/pharmacy01320,"Rt. 115 and 209, Hc2, Box 1120",,,Brodheadsville,Pennsylvania,18322,Monroe,,,,,,
2180,Rite Aid Store #11033,3300 East Market Street,,,York,Pennsylvania,17402,York,,,POINT (-76.660617 39.978744),,,
2181,Rite Aid Store #01733,1400 West Main Street,,,Jeffersonville,Pennsylvania,19403,Montgomery,,,POINT (-75.362854 40.123743),,,
2182,Sav-on Pharmacy-clifton Heights,5300 Baltimore Pike,,,Clifton Heights,Pennsylvania,19018,Delaware,,,POINT (-75.308562 39.92542),,,
2183,Rite Aid Store #01963,262 Connellsville Street,,,Uniontown,Pennsylvania,15401,Fayette,,,POINT (-79.706898 39.900782),,,
2184,Giant Pharmacy-6484,1605 Lititz Pike,,,Lancaster,Pa,17601,Lancaster,,,POINT (-76.307282 40.067666),,,
2185,Vdi-woodward Pharmacy,565 Spring St,,,Houtzdale,Pennsylvania,16651,Clearfield,,,POINT (-78.342988 40.826395),,,
2186,Cvs/pharmacy02348,3440 Forbes Avenue,,,Pittsburgh,Pennsylvania,15213,Allegheny,,,POINT (-79.959948 40.439412),,,
2187,Giant Pharmacy-6097,1250 Cocoa Avenue,,,Hershey,Pa,17033,Dauphin,,,POINT (-76.64787 40.269063),,,
2188,Rite Aid Store #11144,101 Wallace Avenue,,,Downingtown,Pennsylvania,19335,Chester,,,POINT (-75.703437 40.009531),,,
